duration,protocol_type,service,flag,src_bytes,dst_bytes,count,srv_count,serror_rate,label
0.0,tcp,hostnames,S0,0.0,0.0,264.0,20.0,1.0,neptune
7.0,tcp,telnet,SF,102.0,1442.0,1.0,1.0,0.0,normal
2.0,tcp,ftp_data,SF,2194619.0,0.0,1.0,1.0,0.0,normal
0.0,tcp,http,SF,203.0,331.0,15.0,15.0,0.0,normal
0.0,icmp,eco_i,SF,8.0,0.0,1.0,11.0,0.0,ipsweep
0.0,tcp,private,REJ,0.0,0.0,142.0,13.0,0.0,neptune
1.0,tcp,smtp,SF,2053.0,360.0,1.0,1.0,0.0,normal
1.0,tcp,smtp,SF,2004.0,332.0,1.0,2.0,0.0,normal
0.0,tcp,http,REJ,0.0,0.0,1.0,1.0,0.0,normal
0.0,tcp,other,SF,14189.0,0.0,2.0,1.0,0.0,normal
7.0,tcp,telnet,SF,103.0,2853.0,1.0,1.0,0.0,normal
1.0,tcp,smtp,SF,952.0,325.0,1.0,3.0,0.0,normal
0.0,udp,private,SF,215.0,0.0,1.0,1.0,0.0,nmap
0.0,tcp,http,SF,206.0,955.0,12.0,14.0,0.0,normal
0.0,tcp,domain,SF,48.0,486.0,55.0,1.0,0.0,normal
0.0,tcp,ftp_data,REJ,0.0,0.0,228.0,16.0,0.0,neptune
0.0,tcp,ftp_data,SF,10073.0,0.0,15.0,15.0,0.0,normal
0.0,tcp,http,SF,232.0,5309.0,21.0,21.0,0.0,normal
0.0,tcp,smtp,SF,787.0,388.0,1.0,1.0,0.0,normal
1.0,tcp,smtp,SF,1714.0,376.0,1.0,1.0,0.0,normal
0.0,udp,domain_u,SF,44.0,73.0,236.0,236.0,0.0,normal
0.0,tcp,http,SF,297.0,1423.0,22.0,22.0,0.0,normal
0.0,icmp,ecr_i,SF,1032.0,0.0,511.0,511.0,0.0,smurf
0.0,tcp,smtp,SF,789.0,327.0,1.0,1.0,0.0,normal
0.0,tcp,private,S0,0.0,0.0,253.0,11.0,1.0,neptune
0.0,tcp,http,SF,369.0,7931.0,14.0,14.0,0.0,normal
0.0,tcp,http,REJ,0.0,0.0,1.0,2.0,0.0,normal
0.0,tcp,sql_net,S0,0.0,0.0,113.0,12.0,1.0,neptune
2.0,tcp,ftp,SF,1153.0,2445.0,1.0,1.0,0.0,warezclient
0.0,udp,private,SF,1.0,0.0,19.0,4.0,0.0,satan
0.0,tcp,http,REJ,0.0,0.0,1.0,1.0,0.0,normal
0.0,tcp,finger,S0,0.0,0.0,265.0,18.0,1.0,neptune
0.0,tcp,http,SF,316.0,3632.0,5.0,5.0,0.0,normal
0.0,tcp,supdup,S0,0.0,0.0,120.0,2.0,1.0,neptune
0.0,tcp,smtp,SF,1392.0,481.0,1.0,1.0,0.0,normal
0.0,tcp,http,S0,0.0,0.0,19.0,12.0,1.0,neptune
1096.0,tcp,IRC,RSTR,115.0,1567.0,1.0,1.0,0.0,normal
0.0,tcp,ssh,S0,0.0,0.0,7.0,3.0,1.0,neptune
0.0,tcp,time,S0,0.0,0.0,295.0,8.0,1.0,neptune
0.0,tcp,http,SF,252.0,1133.0,6.0,19.0,0.0,normal
0.0,tcp,http,SF,208.0,1240.0,8.0,10.0,0.0,normal
0.0,tcp,http,SF,291.0,375.0,4.0,4.0,0.0,normal
0.0,tcp,finger,SF,7.0,223.0,2.0,1.0,0.0,normal
0.0,udp,domain_u,SF,44.0,128.0,70.0,150.0,0.0,normal
0.0,tcp,ftp_data,SF,9178.0,0.0,15.0,15.0,0.0,normal
0.0,udp,private,SF,28.0,0.0,116.0,16.0,0.86,teardrop
0.0,tcp,auth,SF,10.0,39.0,1.0,1.0,0.0,normal
0.0,udp,domain_u,SF,88.0,0.0,2.0,7.0,0.0,normal
0.0,tcp,http,SF,241.0,1991.0,2.0,2.0,0.0,normal
0.0,tcp,login,S0,0.0,0.0,134.0,19.0,1.0,neptune
0.0,tcp,Z39_50,S0,0.0,0.0,280.0,16.0,1.0,neptune
0.0,tcp,netbios_ns,SH,0.0,0.0,1.0,1.0,1.0,nmap
0.0,tcp,private,REJ,0.0,0.0,265.0,1.0,0.03,satan
0.0,tcp,http,SF,293.0,2400.0,5.0,43.0,0.0,normal
0.0,tcp,http,SF,199.0,3413.0,18.0,26.0,0.0,normal
0.0,tcp,ftp_data,SF,334.0,0.0,1.0,1.0,0.0,warezclient
0.0,tcp,daytime,S0,0.0,0.0,294.0,10.0,1.0,neptune
0.0,tcp,http,SF,229.0,1901.0,8.0,8.0,0.0,normal
0.0,tcp,http,SF,296.0,1630.0,26.0,26.0,0.0,normal
0.0,tcp,imap4,S0,0.0,0.0,248.0,11.0,1.0,neptune
0.0,tcp,http,S0,0.0,0.0,4.0,4.0,1.0,neptune
0.0,tcp,login,S0,0.0,0.0,77.0,6.0,1.0,neptune
0.0,tcp,http,SF,321.0,1543.0,7.0,7.0,0.0,normal
0.0,udp,private,SF,105.0,146.0,6.0,1.0,0.0,normal
3.0,tcp,finger,SF,9.0,413.0,1.0,1.0,0.0,normal
0.0,tcp,smtp,SF,645.0,330.0,1.0,1.0,0.0,normal
0.0,tcp,http,REJ,0.0,0.0,296.0,19.0,0.0,neptune
0.0,tcp,finger,SF,7.0,0.0,1.0,1.0,0.0,normal
0.0,tcp,http,REJ,0.0,0.0,1.0,1.0,0.0,normal
0.0,tcp,http,SF,264.0,295.0,7.0,7.0,0.0,normal
0.0,tcp,smtp,RSTO,0.0,0.0,1.0,1.0,0.0,normal
0.0,tcp,auth,SF,9.0,36.0,1.0,1.0,0.0,normal
0.0,tcp,http,SF,204.0,1651.0,11.0,11.0,0.0,normal
0.0,tcp,link,S0,0.0,0.0,255.0,7.0,1.0,neptune
0.0,tcp,sunrpc,S0,0.0,0.0,232.0,20.0,1.0,neptune
0.0,tcp,private,S0,0.0,0.0,289.0,17.0,1.0,neptune
1.0,tcp,smtp,SF,1334.0,336.0,1.0,3.0,0.0,normal
0.0,tcp,http,SF,264.0,1478.0,1.0,1.0,0.0,normal
0.0,tcp,private,S0,0.0,0.0,139.0,4.0,1.0,neptune
0.0,tcp,http,S0,0.0,0.0,7.0,5.0,1.0,neptune
0.0,tcp,http,SF,246.0,4184.0,11.0,23.0,0.0,normal
0.0,udp,private,SF,28.0,0.0,49.0,49.0,0.0,teardrop
0.0,tcp,private,S0,0.0,0.0,207.0,2.0,1.0,neptune
0.0,tcp,private,S0,0.0,0.0,143.0,13.0,1.0,neptune
0.0,tcp,smtp,SF,711.0,399.0,1.0,2.0,0.0,normal
0.0,tcp,ftp_data,SF,965.0,0.0,11.0,11.0,0.0,normal
0.0,tcp,http,SF,260.0,2198.0,4.0,4.0,0.0,normal
0.0,tcp,http,SF,298.0,7299.0,1.0,1.0,0.0,normal
0.0,icmp,eco_i,SF,8.0,0.0,1.0,17.0,0.0,nmap
0.0,tcp,http,SF,54540.0,8314.0,2.0,2.0,0.0,back
0.0,tcp,private,S0,0.0,0.0,214.0,9.0,1.0,neptune
0.0,udp,other,SF,516.0,4.0,308.0,308.0,0.0,normal
0.0,tcp,discard,S0,0.0,0.0,290.0,25.0,1.0,neptune
0.0,tcp,ctf,S0,0.0,0.0,233.0,6.0,1.0,neptune
0.0,tcp,private,S0,0.0,0.0,27.0,6.0,1.0,neptune
0.0,tcp,private,S0,0.0,0.0,297.0,6.0,1.0,neptune
0.0,tcp,http,SF,309.0,412.0,24.0,25.0,0.0,normal
0.0,tcp,http,REJ,0.0,0.0,1.0,1.0,0.0,normal
0.0,tcp,private,S0,0.0,0.0,158.0,25.0,1.0,neptune
0.0,udp,other,SF,145.0,0.0,3.0,1.0,0.0,normal
0.0,tcp,private,REJ,0.0,0.0,80.0,1.0,0.01,satan
0.0,icmp,eco_i,SF,8.0,0.0,1.0,14.0,0.0,ipsweep
0.0,tcp,ldap,S0,0.0,0.0,112.0,2.0,1.0,neptune
1.0,tcp,ftp,SF,55.0,170.0,1.0,1.0,0.0,normal
0.0,tcp,http,SF,182.0,886.0,3.0,3.0,0.0,normal
0.0,tcp,http,SF,255.0,950.0,21.0,24.0,0.0,normal
41111.0,tcp,private,RSTR,1.0,0.0,2.0,2.0,0.0,portsweep
0.0,tcp,http,SF,302.0,3415.0,1.0,5.0,0.0,normal
0.0,tcp,http,SF,173.0,438.0,1.0,1.0,0.0,normal
0.0,tcp,private,REJ,0.0,0.0,230.0,1.0,0.06,satan
0.0,udp,domain_u,SF,44.0,74.0,127.0,130.0,0.0,normal
0.0,tcp,other,REJ,0.0,0.0,510.0,1.0,0.2,satan
0.0,tcp,finger,SF,0.0,0.0,1.0,1.0,0.0,ipsweep
0.0,tcp,Z39_50,S0,0.0,0.0,119.0,15.0,1.0,neptune
0.0,tcp,http,SF,334.0,2840.0,8.0,8.0,0.0,normal
1.0,tcp,smtp,SF,752.0,345.0,1.0,1.0,0.0,normal
0.0,tcp,http,SF,225.0,1675.0,1.0,2.0,0.0,normal
0.0,tcp,smtp,SF,1256.0,329.0,1.0,1.0,0.0,normal
2969.0,udp,other,SF,147.0,105.0,4.0,2.0,0.0,normal
0.0,icmp,eco_i,SF,8.0,0.0,1.0,3.0,0.0,nmap
0.0,udp,private,SF,105.0,146.0,1.0,1.0,0.0,normal
0.0,tcp,private,REJ,0.0,0.0,120.0,19.0,0.0,neptune
0.0,tcp,http,SF,316.0,473.0,1.0,27.0,0.0,normal
0.0,tcp,http,SF,209.0,934.0,2.0,2.0,0.0,normal
0.0,tcp,iso_tsap,S0,0.0,0.0,264.0,18.0,1.0,neptune
0.0,tcp,echo,RSTR,0.0,0.0,1.0,1.0,0.0,portsweep
0.0,tcp,private,S0,0.0,0.0,211.0,19.0,1.0,neptune
0.0,icmp,eco_i,SF,8.0,0.0,1.0,12.0,0.0,ipsweep
0.0,tcp,smtp,SF,933.0,332.0,1.0,1.0,0.0,normal
0.0,tcp,courier,S0,0.0,0.0,128.0,6.0,1.0,neptune
0.0,tcp,private,S0,0.0,0.0,267.0,4.0,1.0,neptune
0.0,tcp,ftp_data,SF,9311.0,0.0,11.0,11.0,0.0,normal
687.0,udp,other,SF,146.0,105.0,4.0,2.0,0.0,normal
1.0,tcp,finger,SF,6.0,136.0,3.0,1.0,0.0,normal
0.0,udp,domain_u,SF,45.0,136.0,77.0,155.0,0.0,normal
0.0,tcp,telnet,S0,0.0,0.0,227.0,14.0,1.0,neptune
0.0,icmp,eco_i,SF,8.0,0.0,1.0,3.0,0.0,nmap
0.0,icmp,eco_i,SF,8.0,0.0,1.0,11.0,0.0,ipsweep
0.0,tcp,http,SF,275.0,833.0,4.0,5.0,0.0,normal
0.0,tcp,smtp,SF,861.0,326.0,1.0,1.0,0.0,normal
0.0,tcp,http,SF,375.0,3119.0,6.0,8.0,0.0,normal
0.0,tcp,http,SF,210.0,274.0,42.0,42.0,0.0,normal
0.0,tcp,http,REJ,0.0,0.0,1.0,1.0,0.0,normal
0.0,tcp,ftp_data,SF,334.0,0.0,1.0,1.0,0.0,warezclient
0.0,tcp,ctf,S0,0.0,0.0,145.0,6.0,1.0,neptune
0.0,tcp,http,SF,244.0,2211.0,11.0,11.0,0.0,normal
0.0,tcp,uucp,RSTO,0.0,0.0,118.0,13.0,0.0,neptune
0.0,tcp,klogin,S0,0.0,0.0,106.0,1.0,1.0,neptune
0.0,tcp,http,SF,350.0,937.0,22.0,22.0,0.0,normal
36.0,tcp,ftp,SF,1463.0,4152.0,1.0,1.0,0.0,normal
0.0,tcp,nnsp,S0,0.0,0.0,142.0,13.0,1.0,neptune
0.0,tcp,http,SF,245.0,776.0,30.0,31.0,0.0,normal
0.0,tcp,http,SF,186.0,12984.0,4.0,4.0,0.0,normal
0.0,tcp,http,SF,210.0,1295.0,3.0,16.0,0.0,normal
0.0,icmp,ecr_i,SF,1032.0,0.0,511.0,511.0,0.0,smurf
0.0,tcp,private,S0,0.0,0.0,179.0,4.0,1.0,neptune
0.0,tcp,private,S0,0.0,0.0,123.0,16.0,1.0,neptune
0.0,tcp,private,S0,0.0,0.0,205.0,2.0,1.0,neptune
1.0,tcp,smtp,SF,1917.0,335.0,2.0,6.0,0.0,normal
0.0,tcp,http,SF,280.0,2446.0,11.0,13.0,0.0,normal
0.0,tcp,finger,S0,0.0,0.0,52.0,14.0,1.0,neptune
0.0,tcp,http,SF,227.0,2047.0,4.0,4.0,0.0,normal
0.0,tcp,http,SF,231.0,2239.0,2.0,2.0,0.0,normal
0.0,udp,domain_u,SF,43.0,126.0,139.0,218.0,0.0,normal
0.0,tcp,http,S0,0.0,0.0,278.0,6.0,1.0,neptune
0.0,tcp,private,S0,0.0,0.0,85.0,3.0,1.0,neptune
0.0,tcp,domain,S0,0.0,0.0,290.0,8.0,1.0,neptune
0.0,tcp,http,SF,247.0,2495.0,2.0,2.0,0.0,normal
6.0,tcp,smtp,S3,1493.0,365.0,1.0,1.0,1.0,normal
0.0,udp,domain_u,SF,33.0,0.0,1.0,2.0,0.0,normal
24.0,tcp,smtp,SF,847.0,334.0,1.0,1.0,0.0,normal
0.0,tcp,private,S0,0.0,0.0,227.0,1.0,1.0,neptune
0.0,tcp,uucp_path,S0,0.0,0.0,298.0,18.0,1.0,neptune
0.0,icmp,eco_i,SF,8.0,0.0,1.0,25.0,0.0,ipsweep
0.0,tcp,time,RSTO,0.0,0.0,186.0,17.0,0.0,neptune
0.0,icmp,eco_i,SF,8.0,0.0,1.0,50.0,0.0,ipsweep
0.0,tcp,name,S0,0.0,0.0,178.0,5.0,1.0,neptune
0.0,tcp,ftp_data,SF,1153.0,0.0,2.0,2.0,0.0,normal
0.0,tcp,smtp,S0,0.0,0.0,51.0,3.0,1.0,neptune
0.0,tcp,Z39_50,REJ,0.0,0.0,256.0,8.0,0.0,neptune
0.0,udp,other,SF,146.0,0.0,1.0,1.0,0.0,normal
0.0,tcp,http,REJ,0.0,0.0,1.0,2.0,0.0,normal
0.0,tcp,http,SF,142.0,27062.0,3.0,13.0,0.0,normal
0.0,tcp,telnet,S0,0.0,0.0,230.0,7.0,1.0,neptune
0.0,tcp,nnsp,REJ,0.0,0.0,65.0,4.0,0.0,neptune
0.0,tcp,http,SF,227.0,1074.0,17.0,17.0,0.0,normal
0.0,tcp,http,SF,297.0,7339.0,6.0,7.0,0.0,normal
0.0,tcp,private,S0,0.0,0.0,197.0,8.0,1.0,neptune
0.0,tcp,private,S0,0.0,0.0,258.0,2.0,1.0,neptune
0.0,icmp,ecr_i,SF,520.0,0.0,452.0,452.0,0.0,smurf
0.0,tcp,ftp_data,SF,1030.0,0.0,4.0,4.0,0.0,normal
0.0,tcp,http,SF,243.0,30881.0,4.0,4.0,0.0,normal
0.0,tcp,http,SF,296.0,495.0,20.0,21.0,0.0,normal
0.0,tcp,ftp_data,SF,852.0,0.0,10.0,10.0,0.0,normal
0.0,udp,domain_u,SF,44.0,115.0,112.0,117.0,0.0,normal
0.0,tcp,http,REJ,0.0,0.0,1.0,1.0,0.0,normal
22.0,tcp,ftp,SF,332.0,1054.0,2.0,1.0,0.0,normal
0.0,icmp,ecr_i,SF,1032.0,0.0,511.0,511.0,0.0,smurf
0.0,icmp,eco_i,SF,8.0,0.0,1.0,33.0,0.0,ipsweep
0.0,tcp,private,S0,0.0,0.0,75.0,2.0,1.0,neptune
0.0,tcp,private,REJ,0.0,0.0,1.0,1.0,0.0,ipsweep
0.0,udp,private,SF,1.0,1.0,12.0,9.0,0.0,satan
0.0,icmp,eco_i,SF,18.0,0.0,1.0,1.0,0.0,ipsweep
0.0,tcp,ftp_data,SF,212.0,0.0,1.0,1.0,0.0,normal
0.0,tcp,private,S0,0.0,0.0,98.0,18.0,1.0,neptune
0.0,tcp,http,REJ,0.0,0.0,2.0,2.0,0.0,normal
0.0,tcp,private,REJ,0.0,0.0,96.0,8.0,0.0,neptune
0.0,tcp,http,SF,308.0,1159.0,16.0,16.0,0.0,normal
0.0,tcp,ftp,S0,0.0,0.0,186.0,2.0,1.0,neptune
0.0,tcp,http,SF,211.0,1792.0,7.0,7.0,0.0,normal
0.0,udp,domain_u,SF,44.0,79.0,167.0,167.0,0.0,normal
0.0,tcp,http,REJ,0.0,0.0,8.0,8.0,0.0,normal
0.0,tcp,smtp,SF,804.0,329.0,1.0,1.0,0.0,normal
0.0,tcp,courier,S0,0.0,0.0,123.0,4.0,1.0,neptune
0.0,tcp,whois,S0,0.0,0.0,258.0,6.0,1.0,neptune
0.0,tcp,auth,REJ,0.0,0.0,235.0,18.0,0.0,neptune
0.0,tcp,http,SF,313.0,1422.0,8.0,10.0,0.0,normal
0.0,tcp,http,SF,301.0,416.0,9.0,9.0,0.0,normal
0.0,tcp,http,SF,216.0,3085.0,9.0,9.0,0.0,normal
0.0,tcp,http,SF,341.0,4291.0,17.0,17.0,0.0,normal
0.0,tcp,telnet,S0,0.0,0.0,7.0,7.0,1.0,neptune
2.0,tcp,smtp,SF,2140.0,332.0,1.0,1.0,0.0,normal
0.0,tcp,http,SF,319.0,274.0,26.0,26.0,0.0,normal
0.0,tcp,http,SF,292.0,2159.0,8.0,8.0,0.0,normal
0.0,tcp,http,SF,288.0,2055.0,17.0,35.0,0.0,normal
31.0,tcp,ftp,SF,58.0,189.0,1.0,1.0,0.0,normal
0.0,tcp,smtp,SF,2780.0,339.0,1.0,1.0,0.0,normal
5080.0,tcp,ftp,SF,1042.0,2279.0,1.0,1.0,0.0,warezclient
0.0,tcp,http,SF,222.0,2522.0,6.0,9.0,0.0,normal
0.0,tcp,http,SF,302.0,11440.0,12.0,23.0,0.0,normal
0.0,tcp,csnet_ns,REJ,0.0,0.0,258.0,9.0,0.0,neptune
0.0,tcp,http,SF,216.0,654.0,19.0,19.0,0.0,normal
0.0,udp,other,SF,516.0,4.0,195.0,195.0,0.0,normal
0.0,tcp,private,S0,0.0,0.0,146.0,17.0,1.0,neptune
0.0,tcp,http,SF,333.0,261.0,7.0,24.0,0.0,normal
4.0,tcp,private,RSTR,0.0,0.0,2.0,2.0,0.0,portsweep
0.0,tcp,http,SF,245.0,15255.0,1.0,91.0,0.0,normal
0.0,tcp,http,REJ,0.0,0.0,1.0,1.0,0.0,normal
0.0,udp,domain_u,SF,46.0,46.0,115.0,114.0,0.0,normal
0.0,tcp,private,S0,0.0,0.0,53.0,2.0,1.0,neptune
0.0,tcp,finger,RSTO,0.0,0.0,299.0,20.0,0.0,neptune
0.0,tcp,smtp,SF,1507.0,329.0,1.0,1.0,0.0,normal
0.0,icmp,eco_i,SF,18.0,0.0,1.0,1.0,0.0,ipsweep
0.0,tcp,http,SF,273.0,500.0,1.0,21.0,0.0,normal
0.0,icmp,ecr_i,SF,520.0,0.0,177.0,177.0,0.0,smurf
0.0,tcp,http,SF,301.0,4724.0,5.0,5.0,0.0,normal
0.0,tcp,private,S0,0.0,0.0,279.0,11.0,1.0,neptune
0.0,tcp,kshell,S0,0.0,0.0,136.0,4.0,1.0,neptune
0.0,tcp,telnet,S0,0.0,0.0,297.0,10.0,1.0,neptune
0.0,tcp,finger,S0,0.0,0.0,276.0,19.0,1.0,neptune
0.0,tcp,private,S0,0.0,0.0,116.0,3.0,1.0,neptune
0.0,tcp,http,SF,225.0,2239.0,6.0,7.0,0.0,normal
0.0,udp,domain_u,SF,44.0,44.0,114.0,114.0,0.0,normal
0.0,icmp,ecr_i,SF,1032.0,0.0,511.0,511.0,0.0,smurf
0.0,tcp,private,REJ,0.0,0.0,107.0,15.0,0.0,neptune
9431.0,tcp,IRC,RSTR,843.0,9547.0,2.0,1.0,0.0,normal
0.0,tcp,ftp_data,SF,15377.0,0.0,4.0,10.0,0.0,normal
0.0,udp,domain_u,SF,33.0,0.0,1.0,3.0,0.0,normal
0.0,tcp,http,SF,167.0,12937.0,9.0,11.0,0.0,normal
0.0,tcp,http,SF,242.0,3322.0,1.0,2.0,0.0,normal
0.0,tcp,private,S0,0.0,0.0,170.0,4.0,1.0,neptune
0.0,udp,domain_u,SF,45.0,106.0,205.0,207.0,0.0,normal
0.0,tcp,netstat,REJ,0.0,0.0,107.0,5.0,0.0,neptune
0.0,tcp,http,SF,221.0,2174.0,10.0,10.0,0.0,normal
0.0,tcp,http,SF,210.0,2942.0,39.0,39.0,0.0,normal
0.0,udp,domain_u,SF,46.0,143.0,74.0,154.0,0.0,normal
0.0,udp,domain_u,SF,45.0,73.0,235.0,235.0,0.0,normal
0.0,icmp,ecr_i,SF,520.0,0.0,181.0,181.0,0.0,smurf
0.0,tcp,nnsp,S0,0.0,0.0,103.0,9.0,1.0,neptune
0.0,tcp,smtp,SF,1917.0,388.0,1.0,1.0,0.0,normal
0.0,udp,domain_u,SF,44.0,130.0,67.0,145.0,0.0,normal
0.0,icmp,ecr_i,SF,1032.0,0.0,305.0,305.0,0.0,smurf
0.0,tcp,http,SF,218.0,10179.0,30.0,32.0,0.0,normal
0.0,udp,domain_u,SF,41.0,130.0,67.0,148.0,0.0,normal
0.0,tcp,finger,S0,0.0,0.0,292.0,12.0,1.0,neptune
0.0,tcp,csnet_ns,REJ,0.0,0.0,195.0,3.0,0.0,neptune
0.0,tcp,smtp,SF,1182.0,336.0,1.0,1.0,0.0,normal
0.0,tcp,http,REJ,0.0,0.0,21.0,21.0,0.0,normal
0.0,tcp,uucp,S0,0.0,0.0,134.0,4.0,1.0,neptune
0.0,tcp,http,SF,223.0,1630.0,10.0,11.0,0.0,normal
0.0,tcp,ftp_data,SF,71.0,0.0,1.0,1.0,0.0,normal
0.0,tcp,http,SF,208.0,757.0,2.0,9.0,0.0,normal
5.0,tcp,smtp,SF,2540.0,323.0,1.0,1.0,0.0,normal
0.0,udp,domain_u,SF,46.0,86.0,193.0,193.0,0.0,normal
0.0,tcp,private,S0,0.0,0.0,215.0,3.0,1.0,neptune
0.0,udp,private,SF,28.0,0.0,67.0,66.0,0.01,teardrop
0.0,tcp,http,SF,228.0,1590.0,4.0,4.0,0.0,normal
0.0,tcp,http,SF,307.0,2769.0,2.0,10.0,0.0,normal
0.0,tcp,http,SF,206.0,5524.0,11.0,11.0,0.0,normal
0.0,tcp,ftp_data,S0,0.0,0.0,33.0,12.0,0.97,neptune
0.0,tcp,http,SF,296.0,1415.0,8.0,8.0,0.0,normal
0.0,tcp,uucp,S0,0.0,0.0,15.0,5.0,1.0,neptune
0.0,tcp,http,SF,200.0,14210.0,7.0,7.0,0.0,normal
0.0,tcp,systat,S0,0.0,0.0,200.0,8.0,1.0,neptune
0.0,tcp,http,SF,241.0,2113.0,8.0,9.0,0.0,normal
0.0,tcp,vmnet,REJ,0.0,0.0,246.0,1.0,0.0,neptune
0.0,tcp,http,SF,218.0,36749.0,5.0,6.0,0.0,normal
0.0,udp,domain_u,SF,44.0,129.0,79.0,159.0,0.0,normal
0.0,tcp,ftp_data,SF,151.0,0.0,1.0,1.0,0.0,normal
0.0,tcp,http,SF,337.0,578.0,7.0,7.0,0.0,normal
0.0,udp,other,SF,516.0,4.0,270.0,270.0,0.0,normal
0.0,tcp,http,SF,246.0,1718.0,4.0,4.0,0.0,normal
0.0,tcp,nnsp,S0,0.0,0.0,147.0,7.0,1.0,neptune
0.0,tcp,ftp,S0,0.0,0.0,278.0,17.0,1.0,neptune
0.0,tcp,http,SF,228.0,1728.0,1.0,25.0,0.0,normal
0.0,tcp,ftp_data,SF,20658.0,0.0,1.0,1.0,0.0,normal
0.0,udp,domain_u,SF,44.0,132.0,241.0,317.0,0.0,normal
37749.0,tcp,private,RSTR,1.0,0.0,2.0,2.0,0.0,portsweep
0.0,tcp,ftp_data,SF,3676.0,0.0,8.0,8.0,0.0,normal
0.0,tcp,http,SF,301.0,10063.0,9.0,10.0,0.0,normal
0.0,tcp,hostnames,S0,0.0,0.0,250.0,17.0,1.0,neptune
1.0,tcp,smtp,SF,1186.0,370.0,1.0,2.0,0.0,normal
0.0,tcp,smtp,SF,1723.0,330.0,1.0,2.0,0.0,normal
0.0,tcp,private,S0,0.0,0.0,118.0,16.0,1.0,neptune
0.0,tcp,private,S0,0.0,0.0,122.0,20.0,1.0,neptune
4.0,tcp,private,RSTO,6.0,18056.0,77.0,1.0,0.0,satan
0.0,tcp,ssh,S0,0.0,0.0,204.0,2.0,1.0,neptune
0.0,tcp,http,SF,220.0,3207.0,4.0,4.0,0.0,normal
0.0,tcp,http,REJ,0.0,0.0,215.0,7.0,0.0,neptune
0.0,tcp,http,SF,207.0,3452.0,9.0,13.0,0.0,normal
0.0,tcp,private,S0,0.0,0.0,98.0,2.0,0.98,neptune
0.0,tcp,smtp,S0,0.0,0.0,2.0,2.0,0.5,normal
1714.0,udp,other,SF,146.0,105.0,4.0,2.0,0.0,normal
0.0,tcp,http,SF,54540.0,8314.0,5.0,5.0,0.0,back
0.0,tcp,netbios_ssn,S0,0.0,0.0,297.0,14.0,1.0,neptune
0.0,udp,domain_u,SF,43.0,77.0,174.0,176.0,0.0,normal
0.0,tcp,smtp,SF,1267.0,330.0,1.0,1.0,0.0,normal
0.0,tcp,hostnames,S0,0.0,0.0,298.0,19.0,1.0,neptune
0.0,udp,domain_u,SF,45.0,139.0,73.0,153.0,0.0,normal
0.0,icmp,eco_i,SF,30.0,0.0,8.0,1.0,0.0,normal
0.0,tcp,http,SF,54540.0,8314.0,2.0,2.0,0.0,back
0.0,tcp,finger,SF,7.0,138.0,1.0,1.0,0.0,normal
0.0,tcp,ftp_data,S0,0.0,0.0,290.0,5.0,1.0,neptune
0.0,tcp,http,SF,54540.0,8314.0,3.0,3.0,0.0,back
0.0,tcp,http,SF,315.0,1086.0,8.0,17.0,0.0,normal
0.0,udp,domain_u,SF,42.0,42.0,176.0,176.0,0.0,normal
0.0,tcp,private,S0,0.0,0.0,190.0,3.0,1.0,neptune
0.0,tcp,ftp_data,S0,0.0,0.0,4.0,3.0,1.0,neptune
0.0,udp,domain_u,SF,44.0,44.0,84.0,164.0,0.0,normal
0.0,tcp,http,SF,218.0,2402.0,9.0,9.0,0.0,normal
39667.0,tcp,private,RSTR,1.0,0.0,2.0,2.0,0.0,portsweep
0.0,tcp,ftp_data,SF,374.0,0.0,155.0,5.0,0.97,normal
5.0,tcp,smtp,SF,1048.0,336.0,1.0,3.0,0.0,normal
0.0,tcp,other,REJ,0.0,0.0,511.0,1.0,0.05,satan
0.0,tcp,systat,S0,0.0,0.0,129.0,14.0,1.0,neptune
0.0,tcp,http,SF,201.0,290.0,14.0,14.0,0.0,normal
0.0,tcp,http,SF,322.0,93111.0,12.0,12.0,0.0,normal
0.0,tcp,http,SF,274.0,3225.0,2.0,44.0,0.0,normal
0.0,tcp,smtp,SF,1505.0,329.0,1.0,1.0,0.0,normal
0.0,tcp,http,SF,218.0,1337.0,6.0,6.0,0.0,normal
0.0,tcp,gopher,S0,0.0,0.0,186.0,10.0,1.0,neptune
0.0,tcp,http,SF,190.0,1227.0,39.0,57.0,0.0,normal
0.0,tcp,private,S0,0.0,0.0,131.0,6.0,1.0,neptune
0.0,tcp,http,SF,223.0,5567.0,3.0,3.0,0.0,normal
0.0,icmp,urp_i,SF,182.0,0.0,1.0,1.0,0.0,normal
19.0,tcp,smtp,SF,955.0,281.0,1.0,1.0,0.0,normal
0.0,tcp,rje,S0,0.0,0.0,216.0,20.0,1.0,neptune
0.0,tcp,http,SF,189.0,31876.0,1.0,1.0,0.0,normal
0.0,tcp,ftp_data,SF,879.0,0.0,14.0,14.0,0.0,normal
0.0,tcp,http,SF,328.0,14087.0,3.0,3.0,0.0,normal
0.0,udp,other,SF,147.0,147.0,2.0,2.0,0.0,normal
0.0,icmp,ecr_i,SF,30.0,0.0,1.0,1.0,0.0,normal
0.0,tcp,mtp,S0,0.0,0.0,267.0,19.0,1.0,neptune
0.0,tcp,sql_net,REJ,0.0,0.0,65.0,12.0,0.0,neptune
0.0,tcp,csnet_ns,S0,0.0,0.0,271.0,14.0,1.0,neptune
